标题,作者,赞同,原文链接,正文相关度分,严格小学相关度分,正文抓取状态,本地Markdown
生活在小县城孩子上小学有没有必要给买学区房？,- 赞同: 1,1,https://www.zhihu.com/question/1892644385000255576/answer/2027043621682049444,40,58,接口限流/未抓取正文,output/zhihu_xicheng/markdown/1284-生活在小县城孩子上小学有没有必要给买学区房？-2027043621682049444.md
关于西安学区房的选择，请大家给点建议吧！！！?,- 赞同: 1,1,https://www.zhihu.com/question/15379417245/answer/1888236164554676023,40,58,接口限流/未抓取正文,output/zhihu_xicheng/markdown/1335-关于西安学区房的选择，请大家给点建议吧！！！-1888236164554676023.md
北京学区房，600万预算，买东城最差还是丰台较好？,- 赞同: 1,1,https://www.zhihu.com/question/521165950/answer/2406231184,40,58,接口限流/未抓取正文,output/zhihu_xicheng/markdown/1422-北京学区房，600万预算，买东城最差还是丰台较好？-2406231184.md
济南哪些小学比较好？哪些小区属于「学区房」？,- 赞同:,0,https://www.zhihu.com/question/526267190/answer/2425801174,40,58,接口限流/未抓取正文,output/zhihu_xicheng/markdown/1299-济南哪些小学比较好？哪些小区属于「学区房」？-2425801174.md
学区房在西安哪个区买比较好?,- 赞同:,0,https://www.zhihu.com/question/493618825/answer/1983567930676507110,40,58,接口限流/未抓取正文,output/zhihu_xicheng/markdown/1339-学区房在西安哪个区买比较好-1983567930676507110.md
请问西安有哪些性价比高的学区房？,- 赞同:,0,https://www.zhihu.com/question/3445897523/answer/2031815504109777451,40,58,接口限流/未抓取正文,output/zhihu_xicheng/markdown/1341-请问西安有哪些性价比高的学区房？-2031815504109777451.md
2024年，该不该买学区房?,- 赞同:,0,https://www.zhihu.com/question/660697809/answer/15721038141,40,58,接口限流/未抓取正文,output/zhihu_xicheng/markdown/1429-2024年，该不该买学区房-15721038141.md
今年出生人口800万，学区房是不是未来没有意义了?,- 赞同:,0,https://www.zhihu.com/question/602504968/answer/10637767459,40,58,接口限流/未抓取正文,output/zhihu_xicheng/markdown/1430-今年出生人口800万，学区房是不是未来没有意义了-10637767459.md
北京买学区房给孩子有必要吗？,- 赞同:,0,https://www.zhihu.com/question/471367465/answer/3395778025,40,58,接口限流/未抓取正文,output/zhihu_xicheng/markdown/1432-北京买学区房给孩子有必要吗？-3395778025.md
学区房为什么最近卖不动了？,- 赞同:,0,https://www.zhihu.com/question/521010933/answer/10631319823,40,58,接口限流/未抓取正文,output/zhihu_xicheng/markdown/1437-学区房为什么最近卖不动了？-10631319823.md
学区房会取消吗？,- 赞同:,0,https://www.zhihu.com/question/547665174/answer/2661032925,40,58,接口限流/未抓取正文,output/zhihu_xicheng/markdown/1438-学区房会取消吗？-2661032925.md
学区房怎么选更合适？,- 赞同:,0,https://www.zhihu.com/question/644902164/answer/26003909089,40,58,接口限流/未抓取正文,output/zhihu_xicheng/markdown/1439-学区房怎么选更合适？-26003909089.md
北京有哪些理应通地铁却不可能再有通地铁的机会的地区？,- 赞同: 470,470,https://www.zhihu.com/question/1893679032526152755/answer/1909954454259765530,46,56,接口限流/未抓取正文,output/zhihu_xicheng/markdown/1475-北京有哪些理应通地铁却不可能再有通地铁的机会的地区？-1909954454259765530.md
自忠小学教学质量怎么样？,- 赞同:,0,https://www.zhihu.com/question/321561203/answer/1977067848,46,56,接口限流/未抓取正文,output/zhihu_xicheng/markdown/1123-自忠小学教学质量怎么样？-1977067848.md
幼升小，作为家长的你，有什么经验分享下吗？,- 赞同: 13,13,https://www.zhihu.com/question/400710475/answer/1353822303,44,56,接口限流/未抓取正文,output/zhihu_xicheng/markdown/1344-幼升小，作为家长的你，有什么经验分享下吗？-1353822303.md
今年究竟是出了什么政策导致北京的书包房突然不香了?,- 赞同: 8,8,https://www.zhihu.com/question/661065824/answer/3556927365,44,56,接口限流/未抓取正文,output/zhihu_xicheng/markdown/1511-今年究竟是出了什么政策导致北京的书包房突然不香了-3556927365.md
北京德胜学区还能买吗？,- 赞同: 5,5,https://www.zhihu.com/question/523268825/answer/5740542772,44,56,接口限流/未抓取正文,output/zhihu_xicheng/markdown/1328-北京德胜学区还能买吗？-5740542772.md
济南买学区房，天桥区老破小和长清区新房哪个合适？,- 赞同: 1,1,https://www.zhihu.com/question/589713141/answer/2939061648,44,56,接口限流/未抓取正文,output/zhihu_xicheng/markdown/1172-济南买学区房，天桥区老破小和长清区新房哪个合适？-2939061648.md
济南买学区房，天桥区老破小和长清区新房哪个合适？,- 赞同: 1,1,https://www.zhihu.com/question/589713141/answer/2939298822,44,56,接口限流/未抓取正文,output/zhihu_xicheng/markdown/1173-济南买学区房，天桥区老破小和长清区新房哪个合适？-2939298822.md
济南买学区房，天桥区老破小和长清区新房哪个合适？,- 赞同: 1,1,https://www.zhihu.com/question/589713141/answer/2940567099,44,56,接口限流/未抓取正文,output/zhihu_xicheng/markdown/1174-济南买学区房，天桥区老破小和长清区新房哪个合适？-2940567099.md
北京德胜学区还能买吗？,- 赞同: 1,1,https://www.zhihu.com/question/523268825/answer/3096859788,44,56,接口限流/未抓取正文,output/zhihu_xicheng/markdown/1278-北京德胜学区还能买吗？-3096859788.md
坐标北京，工作丽泽商务区，现住西局，计划换房，推荐广外（学区）、大瓦窑（新房）、or其他？,- 赞同: 1,1,https://www.zhihu.com/question/664269467/answer/3600237101,44,56,接口限流/未抓取正文,output/zhihu_xicheng/markdown/1337-坐标北京，工作丽泽商务区，现住西局，计划换房，推荐广外（学区）、大瓦窑（新房）、or其他？-3600237101.md
坐标北京，工作丽泽商务区，现住西局，计划换房，推荐广外（学区）、大瓦窑（新房）、or其他？,- 赞同: 1,1,https://www.zhihu.com/question/664269467/answer/3600808561,44,56,接口限流/未抓取正文,output/zhihu_xicheng/markdown/1338-坐标北京，工作丽泽商务区，现住西局，计划换房，推荐广外（学区）、大瓦窑（新房）、or其他？-3600808561.md
济南经五路分校经纬小学和天桥区宝华小学，该如何选择，?,- 赞同:,0,https://www.zhihu.com/question/445053694/answer/2089961188,44,56,接口限流/未抓取正文,output/zhihu_xicheng/markdown/1340-济南经五路分校经纬小学和天桥区宝华小学，该如何选择，-2089961188.md
北京幼升小情况如何？,- 赞同:,0,https://www.zhihu.com/question/537609572/answer/3552603331,44,56,接口限流/未抓取正文,output/zhihu_xicheng/markdown/1356-北京幼升小情况如何？-3552603331.md
住在北京二环内有优越感吗？什么体验？,- 赞同: 9,9,https://www.zhihu.com/question/29686298/answer/128423000779,54,54,接口限流/未抓取正文,output/zhihu_xicheng/markdown/1086-住在北京二环内有优越感吗？什么体验？-128423000779.md
从一年级就开始在广外外校（广州市广外附设外语学校）就读的小学生，是怎样的一种体验？（择校中的妈妈）,- 赞同: 4,4,https://www.zhihu.com/question/46273455/answer/1302367089,54,54,接口限流/未抓取正文,output/zhihu_xicheng/markdown/1163-从一年级就开始在广外外校（广州市广外附设外语学校）就读的小学生，是怎样的一种体验？（择校中的妈妈）-1302367089.md
坐标北京海淀区，孩子学习还可以，但是小升初派位到了很一般的初中，家长心里不好受，怎么疏解自己？,- 赞同: 4,4,https://www.zhihu.com/question/542064648/answer/3182842114,36,54,接口限流/未抓取正文,output/zhihu_xicheng/markdown/1309-坐标北京海淀区，孩子学习还可以，但是小升初派位到了很一般的初中，家长心里不好受，怎么疏解自己？-3182842114.md
北京西城的城建是否确实不如东城？为何？,- 赞同: 40,40,https://www.zhihu.com/question/10434019522/answer/87989877506,44,52,接口限流/未抓取正文,output/zhihu_xicheng/markdown/1082-北京西城的城建是否确实不如东城？为何？-87989877506.md
怎么让孩子上北京实验二小？,- 赞同: 5,5,https://www.zhihu.com/question/28573625/answer/89796182,42,52,接口限流/未抓取正文,output/zhihu_xicheng/markdown/1329-怎么让孩子上北京实验二小？-89796182.md
坐标西安，小孩26年9月上小学，准备买房，各位大佬给点意见？,- 赞同: 24,24,https://www.zhihu.com/question/663774966/answer/51342879105,40,52,接口限流/未抓取正文,output/zhihu_xicheng/markdown/1234-坐标西安，小孩26年9月上小学，准备买房，各位大佬给点意见？-51342879105.md
如何评价北京府学胡同小学？,- 赞同: 23,23,https://www.zhihu.com/question/433452454/answer/4673193304,40,52,接口限流/未抓取正文,output/zhihu_xicheng/markdown/1476-如何评价北京府学胡同小学？-4673193304.md
坐标西安，孩子28年上小学，准备买房，想听听大家的意见？,- 赞同: 10,10,https://www.zhihu.com/question/1922397438918002172/answer/1965349340366246877,40,52,接口限流/未抓取正文,output/zhihu_xicheng/markdown/1347-坐标西安，孩子28年上小学，准备买房，想听听大家的意见？-1965349340366246877.md
南京江宁区小学第一梯队有哪些？初中第一梯队有哪些？,- 赞同: 6,6,https://www.zhihu.com/question/447784135/answer/3083367803,40,52,接口限流/未抓取正文,output/zhihu_xicheng/markdown/1349-南京江宁区小学第一梯队有哪些？初中第一梯队有哪些？-3083367803.md
学区房的作用是不是被大家过分夸大了？,- 赞同: 6,6,https://www.zhihu.com/question/445550887/answer/2752009621,40,52,接口限流/未抓取正文,output/zhihu_xicheng/markdown/1350-学区房的作用是不是被大家过分夸大了？-2752009621.md
坐标西安，娃明年上小学，准备在高新搞个房子上学，有几个意向的，应该考虑哪个好？,- 赞同: 5,5,https://www.zhihu.com/question/1934401548861028010/answer/1961356880266888822,40,52,接口限流/未抓取正文,output/zhihu_xicheng/markdown/1250-坐标西安，娃明年上小学，准备在高新搞个房子上学，有几个意向的，应该考虑哪个好？-1961356880266888822.md
学区房的房价比普通地段的房价贵多少呢？,- 赞同: 5,5,https://www.zhihu.com/question/356329170/answer/899012140,40,52,接口限流/未抓取正文,output/zhihu_xicheng/markdown/1351-学区房的房价比普通地段的房价贵多少呢？-899012140.md
如何评价微信热文《对不起，爸爸妈妈给不了你 800W 的学区房》？,- 赞同: 1,1,https://www.zhihu.com/question/66862767/answer/2326244627,40,52,接口限流/未抓取正文,output/zhihu_xicheng/markdown/1355-如何评价微信热文《对不起，爸爸妈妈给不了你-800W-的学区房》？-2326244627.md
200w首付，求推荐北京小两居学区房？,- 赞同:,0,https://www.zhihu.com/question/471985410/answer/1999877875,40,52,接口限流/未抓取正文,output/zhihu_xicheng/markdown/1357-200w首付，求推荐北京小两居学区房？-1999877875.md
今年北京学区房价如何？,- 赞同:,0,https://www.zhihu.com/question/484044550/answer/3436885537,40,52,接口限流/未抓取正文,output/zhihu_xicheng/markdown/1359-今年北京学区房价如何？-3436885537.md
北京海淀的学区房房价近三年有可能跌吗?,- 赞同:,0,https://www.zhihu.com/question/539149076/answer/78150464878,40,52,接口限流/未抓取正文,output/zhihu_xicheng/markdown/1360-北京海淀的学区房房价近三年有可能跌吗-78150464878.md
教育政策调整形势下，你对学区房还有哪些期待？,- 赞同:,0,https://www.zhihu.com/question/483741791/answer/2326267957,40,52,接口限流/未抓取正文,output/zhihu_xicheng/markdown/1362-教育政策调整形势下，你对学区房还有哪些期待？-2326267957.md
顺德德胜学校小学部如何，有了解工作量和教师福利的嘛？学校周边的便利度如何？,- 赞同:,0,https://www.zhihu.com/question/446838547/answer/1754586056,56,50,接口限流/未抓取正文,output/zhihu_xicheng/markdown/1127-顺德德胜学校小学部如何，有了解工作量和教师福利的嘛？学校周边的便利度如何？-1754586056.md
北京德胜学区还能买吗？,- 赞同: 3,3,https://www.zhihu.com/question/523268825/answer/3527270990,44,50,接口限流/未抓取正文,output/zhihu_xicheng/markdown/1261-北京德胜学区还能买吗？-3527270990.md
德胜初中怎么样？,- 赞同: 3,3,https://www.zhihu.com/question/480924446/answer/3359892089,44,50,接口限流/未抓取正文,output/zhihu_xicheng/markdown/1266-德胜初中怎么样？-3359892089.md
佛山顺德德胜小学怎么样？,- 赞同: 1,1,https://www.zhihu.com/question/300031163/answer/1177998378,44,50,接口限流/未抓取正文,output/zhihu_xicheng/markdown/1277-佛山顺德德胜小学怎么样？-1177998378.md
北京买房求助?,- 赞同: 1,1,https://www.zhihu.com/question/365369845/answer/1089851060,44,50,接口限流/未抓取正文,output/zhihu_xicheng/markdown/1419-北京买房求助-1089851060.md
佛山顺德德胜小学怎么样？,- 赞同:,0,https://www.zhihu.com/question/300031163/answer/1720548724,44,50,接口限流/未抓取正文,output/zhihu_xicheng/markdown/1291-佛山顺德德胜小学怎么样？-1720548724.md
本人应届毕业生，目前签了顺德德胜学校，有没有知道德胜教师待遇以及工作压力的朋友？,- 赞同: 4,4,https://www.zhihu.com/question/397176918/answer/1310864821,54,48,接口限流/未抓取正文,output/zhihu_xicheng/markdown/1256-本人应届毕业生，目前签了顺德德胜学校，有没有知道德胜教师待遇以及工作压力的朋友？-1310864821.md
本人应届毕业生，目前签了顺德德胜学校，有没有知道德胜教师待遇以及工作压力的朋友？,- 赞同: 1,1,https://www.zhihu.com/question/397176918/answer/2383301808,54,48,接口限流/未抓取正文,output/zhihu_xicheng/markdown/1282-本人应届毕业生，目前签了顺德德胜学校，有没有知道德胜教师待遇以及工作压力的朋友？-2383301808.md
本人应届毕业生，目前签了顺德德胜学校，有没有知道德胜教师待遇以及工作压力的朋友？,- 赞同:,0,https://www.zhihu.com/question/397176918/answer/2337775547,54,48,接口限流/未抓取正文,output/zhihu_xicheng/markdown/1298-本人应届毕业生，目前签了顺德德胜学校，有没有知道德胜教师待遇以及工作压力的朋友？-2337775547.md
大人北京集体户口，无房，子女可以在京上学吗？,- 赞同: 12,12,https://www.zhihu.com/question/287572070/answer/1561738004,50,48,接口限流/未抓取正文,output/zhihu_xicheng/markdown/1237-大人北京集体户口，无房，子女可以在京上学吗？-1561738004.md
父母双方北京集体户口，小孩上学怎么安排?,- 赞同: 6,6,https://www.zhihu.com/question/432356608/answer/1600199541,50,48,接口限流/未抓取正文,output/zhihu_xicheng/markdown/1248-父母双方北京集体户口，小孩上学怎么安排-1600199541.md
非京籍孩子在北京上学会被耽误吗？,- 赞同: 5,5,https://www.zhihu.com/question/1926664643344040051/answer/2011019064257037959,50,48,接口限流/未抓取正文,output/zhihu_xicheng/markdown/1254-非京籍孩子在北京上学会被耽误吗？-2011019064257037959.md
孩子小学3年级，目前北京集体户籍，应该什么时间去北京读书？,- 赞同: 2,2,https://www.zhihu.com/question/610267419/answer/3103323301,50,48,接口限流/未抓取正文,output/zhihu_xicheng/markdown/1273-孩子小学3年级，目前北京集体户籍，应该什么时间去北京读书？-3103323301.md
父亲北京集体户，孩子如何在北京上学？,- 赞同: 1,1,https://www.zhihu.com/question/639317505/answer/3360604361,50,48,接口限流/未抓取正文,output/zhihu_xicheng/markdown/1283-父亲北京集体户，孩子如何在北京上学？-3360604361.md
非京籍在北京真的不能上学吗？,- 赞同: 1,1,https://www.zhihu.com/question/504144503/answer/2585095581,50,48,接口限流/未抓取正文,output/zhihu_xicheng/markdown/1285-非京籍在北京真的不能上学吗？-2585095581.md
2026年幼升小，非京籍需要满足哪些条件，审核哪些材料？,- 赞同:,0,https://www.zhihu.com/question/1936111797338874344/answer/1937139990053258708,50,48,接口限流/未抓取正文,output/zhihu_xicheng/markdown/1289-2026年幼升小，非京籍需要满足哪些条件，审核哪些材料？-1937139990053258708.md
在北京拿着工作居住证孩子好上小学吗？,- 赞同:,0,https://www.zhihu.com/question/268839905/answer/1970063100028916228,50,48,接口限流/未抓取正文,output/zhihu_xicheng/markdown/1294-在北京拿着工作居住证孩子好上小学吗？-1970063100028916228.md
集体户能上什么小学?,- 赞同:,0,https://www.zhihu.com/question/392114641/answer/56652433010,50,48,接口限流/未抓取正文,output/zhihu_xicheng/markdown/1302-集体户能上什么小学-56652433010.md
非京籍在北京上小学，大家说的四证到底是什么啊？,- 赞同:,0,https://www.zhihu.com/question/2019463615854420431/answer/2020486089723365307,50,48,接口限流/未抓取正文,output/zhihu_xicheng/markdown/1303-非京籍在北京上小学，大家说的四证到底是什么啊？-2020486089723365307.md
非京籍幼升小居住证审核不过还有补救办法吗？,- 赞同:,0,https://www.zhihu.com/question/1905190429453981241/answer/1906336026470883840,50,48,接口限流/未抓取正文,output/zhihu_xicheng/markdown/1304-非京籍幼升小居住证审核不过还有补救办法吗？-1906336026470883840.md
如何评价北京市育英学校近年的发展？,- 赞同: 33,33,https://www.zhihu.com/question/54533601/answer/1897602178,48,48,接口限流/未抓取正文,output/zhihu_xicheng/markdown/1367-如何评价北京市育英学校近年的发展？-1897602178.md
只有北京户口没有房子的北京孩子上学是怎样一种体验？,- 赞同: 78,78,https://www.zhihu.com/question/46266605/answer/100687710,44,48,接口限流/未抓取正文,output/zhihu_xicheng/markdown/1380-只有北京户口没有房子的北京孩子上学是怎样一种体验？-100687710.md
学区房对孩子真的那么重要吗？,- 赞同: 19,19,https://www.zhihu.com/question/446434828/answer/1776022385,44,48,接口限流/未抓取正文,output/zhihu_xicheng/markdown/1320-学区房对孩子真的那么重要吗？-1776022385.md
为什么学区房永远都无法消失？,- 赞同: 3,3,https://www.zhihu.com/question/448532078/answer/1944451603760394720,44,48,接口限流/未抓取正文,output/zhihu_xicheng/markdown/1332-为什么学区房永远都无法消失？-1944451603760394720.md
2026年准备在北京上小学，没有北京户口可以吗？,- 赞同: 1,1,https://www.zhihu.com/question/1948796162988566484/answer/1949461207812669840,44,48,接口限流/未抓取正文,output/zhihu_xicheng/markdown/1417-2026年准备在北京上小学，没有北京户口可以吗？-1949461207812669840.md
居住证满一年后断开3个月再续签，能幼升小吗?,- 赞同: 1,1,https://www.zhihu.com/question/650206418/answer/3446613054,44,48,接口限流/未抓取正文,output/zhihu_xicheng/markdown/1424-居住证满一年后断开3个月再续签，能幼升小吗-3446613054.md
北京朝阳区两名小学教师违反师德，工作组进驻学校调查，该事件将如何解决？,- 赞同: 21,21,https://www.zhihu.com/question/509347418/answer/2294472219,42,48,接口限流/未抓取正文,output/zhihu_xicheng/markdown/1319-北京朝阳区两名小学教师违反师德，工作组进驻学校调查，该事件将如何解决？-2294472219.md
如何看待家长花 900 万买学区房，却遭遇对口学校「登记顺位」一事？,- 赞同: 1,1,https://www.zhihu.com/question/402990012/answer/1980456629,40,48,接口限流/未抓取正文,output/zhihu_xicheng/markdown/1279-如何看待家长花-900-万买学区房，却遭遇对口学校「登记顺位」一事？-1980456629.md
北京这两年不建议买房吗？,- 赞同: 19,19,https://www.zhihu.com/question/598252900/answer/3057093563,38,48,接口限流/未抓取正文,output/zhihu_xicheng/markdown/1464-北京这两年不建议买房吗？-3057093563.md
24年北京义务教育政策发布，传递了哪些重要信号？,- 赞同: 5,5,https://www.zhihu.com/question/654171307/answer/3479367712,38,48,接口限流/未抓取正文,output/zhihu_xicheng/markdown/1496-24年北京义务教育政策发布，传递了哪些重要信号？-3479367712.md
今年究竟是出了什么政策导致北京的书包房突然不香了?,- 赞同: 2,2,https://www.zhihu.com/question/661065824/answer/3557227897,38,48,接口限流/未抓取正文,output/zhihu_xicheng/markdown/1497-今年究竟是出了什么政策导致北京的书包房突然不香了-3557227897.md
北京小学推行期末「乐考」，这种评价方式对学生和教育发展会带来哪些影响？,- 赞同: 16,16,https://www.zhihu.com/question/1996556629034939945/answer/1996671716336885977,36,48,接口限流/未抓取正文,output/zhihu_xicheng/markdown/1306-北京小学推行期末「乐考」，这种评价方式对学生和教育发展会带来哪些影响？-1996671716336885977.md
有了2个孩子后，没有人帮带，孩子在小学阶段，你是选择继续工作奋斗还是躺平？,- 赞同: 7,7,https://www.zhihu.com/question/5582160899/answer/47291852604,36,48,接口限流/未抓取正文,output/zhihu_xicheng/markdown/1307-有了2个孩子后，没有人帮带，孩子在小学阶段，你是选择继续工作奋斗还是躺平？-47291852604.md
有了2个孩子后，没有人帮带，孩子在小学阶段，你是选择继续工作奋斗还是躺平？,- 赞同: 5,5,https://www.zhihu.com/question/5582160899/answer/45810442379,36,48,接口限流/未抓取正文,output/zhihu_xicheng/markdown/1308-有了2个孩子后，没有人帮带，孩子在小学阶段，你是选择继续工作奋斗还是躺平？-45810442379.md
北京的哪些小学环境很好？,- 赞同: 3,3,https://www.zhihu.com/question/654832703/answer/3490980389,36,48,接口限流/未抓取正文,output/zhihu_xicheng/markdown/1450-北京的哪些小学环境很好？-3490980389.md
北京市大兴区比较好的小学有哪些？,- 赞同: 3,3,https://www.zhihu.com/question/54194437/answer/2539049750,36,48,接口限流/未抓取正文,output/zhihu_xicheng/markdown/1470-北京市大兴区比较好的小学有哪些？-2539049750.md
中关村三小和宏庙小学怎么选?,- 赞同:,0,https://www.zhihu.com/question/365144923/answer/2989547598,36,48,接口限流/未抓取正文,output/zhihu_xicheng/markdown/1315-中关村三小和宏庙小学怎么选-2989547598.md
济南哪些小学和初中比较好？,- 赞同: 456,456,https://www.zhihu.com/question/277635802/answer/1061102153,34,48,接口限流/未抓取正文,output/zhihu_xicheng/markdown/1375-济南哪些小学和初中比较好？-1061102153.md
济南哪些小学和初中比较好？,- 赞同: 160,160,https://www.zhihu.com/question/277635802/answer/1459916823,34,48,接口限流/未抓取正文,output/zhihu_xicheng/markdown/1377-济南哪些小学和初中比较好？-1459916823.md
如何选择北京学区房？,- 赞同: 151,151,https://www.zhihu.com/question/56104481/answer/3313232463,34,48,接口限流/未抓取正文,output/zhihu_xicheng/markdown/1378-如何选择北京学区房？-3313232463.md
学区房对孩子真的那么重要吗？,- 赞同: 27,27,https://www.zhihu.com/question/446434828/answer/2602316734,34,48,接口限流/未抓取正文,output/zhihu_xicheng/markdown/1384-学区房对孩子真的那么重要吗？-2602316734.md
济南哪些小学和初中比较好？,- 赞同: 23,23,https://www.zhihu.com/question/277635802/answer/1622118491,34,48,接口限流/未抓取正文,output/zhihu_xicheng/markdown/1386-济南哪些小学和初中比较好？-1622118491.md
济南学区房怎么选择？,- 赞同: 12,12,https://www.zhihu.com/question/449906146/answer/1791850140,34,48,接口限流/未抓取正文,output/zhihu_xicheng/markdown/1388-济南学区房怎么选择？-1791850140.md
10年后，北京还会有学区房的概念吗？,- 赞同: 9,9,https://www.zhihu.com/question/4605623690/answer/50682473039,34,48,接口限流/未抓取正文,output/zhihu_xicheng/markdown/1390-10年后，北京还会有学区房的概念吗？-50682473039.md
西安幼升小入学需要准备哪些必备证件？入学关键词分析？,- 赞同: 7,7,https://www.zhihu.com/question/433736733/answer/1615248120,34,48,接口限流/未抓取正文,output/zhihu_xicheng/markdown/1369-西安幼升小入学需要准备哪些必备证件？入学关键词分析？-1615248120.md
北京没有学区的老破小还能买吗?,- 赞同: 7,7,https://www.zhihu.com/question/471640553/answer/2623428442,34,48,接口限流/未抓取正文,output/zhihu_xicheng/markdown/1467-北京没有学区的老破小还能买吗-2623428442.md
2022 年，济南哪里的学区房值得入手？,- 赞同: 5,5,https://www.zhihu.com/question/507868741/answer/2287158072,34,48,接口限流/未抓取正文,output/zhihu_xicheng/markdown/1396-2022-年，济南哪里的学区房值得入手？-2287158072.md
关于北京学区房的问题？,- 赞同: 4,4,https://www.zhihu.com/question/337128251/answer/2441136514,34,48,接口限流/未抓取正文,output/zhihu_xicheng/markdown/1398-关于北京学区房的问题？-2441136514.md
网红城市杭州学区房 6.8 万/㎡ 成交，与去年最高成交单价超 12 万相比几乎腰斩，哪些原因造成的？,- 赞同: 4,4,https://www.zhihu.com/question/550379031/answer/2650253842,34,48,接口限流/未抓取正文,output/zhihu_xicheng/markdown/1403-网红城市杭州学区房-6.8-万-㎡-成交，与去年最高成交单价超-12-万相比几乎腰斩，哪些原因造成的？-2650253842.md
买学区房有哪些好处了？,- 赞同: 2,2,https://www.zhihu.com/question/444046264/answer/1734400816,34,48,接口限流/未抓取正文,output/zhihu_xicheng/markdown/1406-买学区房有哪些好处了？-1734400816.md
如何评价微信热文《对不起，爸爸妈妈给不了你 800W 的学区房》？,- 赞同: 2,2,https://www.zhihu.com/question/66862767/answer/3631076435,34,48,接口限流/未抓取正文,output/zhihu_xicheng/markdown/1411-如何评价微信热文《对不起，爸爸妈妈给不了你-800W-的学区房》？-3631076435.md
学区房还有价值吗?,- 赞同: 2,2,https://www.zhihu.com/question/1929552388349499095/answer/2022998140924561150,34,48,接口限流/未抓取正文,output/zhihu_xicheng/markdown/1413-学区房还有价值吗-2022998140924561150.md
10年后，北京还会有学区房的概念吗？,- 赞同: 1,1,https://www.zhihu.com/question/4605623690/answer/127836589938,34,48,接口限流/未抓取正文,output/zhihu_xicheng/markdown/1416-10年后，北京还会有学区房的概念吗？-127836589938.md
北京学区房老破小是卖还是装修划算?,- 赞同: 1,1,https://www.zhihu.com/question/386717979/answer/103723482144,34,48,接口限流/未抓取正文,output/zhihu_xicheng/markdown/1421-北京学区房老破小是卖还是装修划算-103723482144.md
有过来人愿意分享一下广州小学的入学经验吗？,- 赞同: 1,1,https://www.zhihu.com/question/664999412/answer/1967970234813124837,34,48,接口限流/未抓取正文,output/zhihu_xicheng/markdown/1425-有过来人愿意分享一下广州小学的入学经验吗？-1967970234813124837.md
首付250万，北京靠谱的中学学区房有希望吗？,- 赞同: 1,1,https://www.zhihu.com/question/55044007/answer/179161189,34,48,接口限流/未抓取正文,output/zhihu_xicheng/markdown/1426-首付250万，北京靠谱的中学学区房有希望吗？-179161189.md
孩子幼升小，西安市实验小学、铁五小、后宰门小学哪个好一点？各有什么特点？,- 赞同:,0,https://www.zhihu.com/question/62306078/answer/1483935430,34,48,接口限流/未抓取正文,output/zhihu_xicheng/markdown/1372-孩子幼升小，西安市实验小学、铁五小、后宰门小学哪个好一点？各有什么特点？-1483935430.md
北京幼升小最新学区划分?,- 赞同:,0,https://www.zhihu.com/question/650769424/answer/126975524318,34,48,接口限流/未抓取正文,output/zhihu_xicheng/markdown/1433-北京幼升小最新学区划分-126975524318.md
今年小孩要读小学，请问除了黄冈之外，广外增城实验学校怎么样？,- 赞同: 2,2,https://www.zhihu.com/question/523872145/answer/2505782021,44,46,接口限流/未抓取正文,output/zhihu_xicheng/markdown/1166-今年小孩要读小学，请问除了黄冈之外，广外增城实验学校怎么样？-2505782021.md
男生十八线小城市家庭出身，985大学毕业，将来如何把孩子送入北京四中?,- 赞同: 11,11,https://www.zhihu.com/question/592246810/answer/2956691615,40,46,接口限流/未抓取正文,output/zhihu_xicheng/markdown/1346-男生十八线小城市家庭出身，985大学毕业，将来如何把孩子送入北京四中-2956691615.md
北京大街上，绿色的大型公交“一号车”“二号车”“三号车”是干什么的？,- 赞同: 8,8,https://www.zhihu.com/question/15149125546/answer/127111946961,40,46,接口限流/未抓取正文,output/zhihu_xicheng/markdown/1394-北京大街上，绿色的大型公交“一号车”“二号车”“三号车”是干什么的？-127111946961.md
在济南天桥区工作在哪里买房合适呢?,- 赞同: 4,4,https://www.zhihu.com/question/392314544/answer/1197498204,38,46,接口限流/未抓取正文,output/zhihu_xicheng/markdown/1331-在济南天桥区工作在哪里买房合适呢-1197498204.md
北京买房该买哪里？,- 赞同:,0,https://www.zhihu.com/question/4453722697/answer/1978429929629688278,38,46,接口限流/未抓取正文,output/zhihu_xicheng/markdown/1472-北京买房该买哪里？-1978429929629688278.md
现在太阳宫学区是否是北京最牛学区？,- 赞同: 120,120,https://www.zhihu.com/question/41508085/answer/1298525807,30,44,接口限流/未抓取正文,output/zhihu_xicheng/markdown/1504-现在太阳宫学区是否是北京最牛学区？-1298525807.md
有多少钱才能在北京买学区房？,- 赞同: 48,48,https://www.zhihu.com/question/430957677/answer/1635551282,30,44,接口限流/未抓取正文,output/zhihu_xicheng/markdown/1445-有多少钱才能在北京买学区房？-1635551282.md
北京的优秀小学和普通小学差距多大？具体表现在哪里？,- 赞同: 36,36,https://www.zhihu.com/question/20359837/answer/1249285840,30,44,接口限流/未抓取正文,output/zhihu_xicheng/markdown/1507-北京的优秀小学和普通小学差距多大？具体表现在哪里？-1249285840.md
到底要不要给孩子拼一套北京的学区房？,- 赞同: 14,14,https://www.zhihu.com/question/1991655227242350369/answer/1992189182588760106,30,44,接口限流/未抓取正文,output/zhihu_xicheng/markdown/1447-到底要不要给孩子拼一套北京的学区房？-1992189182588760106.md
