标题,作者,赞同,原文链接,正文相关度分,严格小学相关度分,本地Markdown
北京买房，预算 200-300 万，只考虑地理位置和交通，选哪里比较合适？,月落星沉,18,https://www.zhihu.com/question/1941252664999524311/answer/1941831801917112980,13,6,output/zhihu_chaoyang/markdown/1289-北京买房，预算-200-300-万，只考虑地理位置和交通，选哪里比较合适？-1941831801917112980.md
在北京买房有什么建议值得分享？,阿牛买房,1,https://www.zhihu.com/question/614200326/answer/3478960678,13,6,output/zhihu_chaoyang/markdown/752-在北京买房有什么建议值得分享？-3478960678.md
2020北京买房?,北漂大斌,8,https://www.zhihu.com/question/385472518/answer/1132082946,12,6,output/zhihu_chaoyang/markdown/1069-2020北京买房-1132082946.md
北京改善型买房该如何选择？,云上观房,2,https://www.zhihu.com/question/270058974/answer/1896105817951933659,12,6,output/zhihu_chaoyang/markdown/1075-北京改善型买房该如何选择？-1896105817951933659.md
请问朝阳外国语学校来广营校区怎么样呢？,不知道,2,https://www.zhihu.com/question/459866009/answer/1988955557,12,6,output/zhihu_chaoyang/markdown/750-请问朝阳外国语学校来广营校区怎么样呢？-1988955557.md
能详细点评一下朝青板块各个小区的优缺点吗？,居者老莫讲买房,2,https://www.zhihu.com/question/562136641/answer/2729431039,12,6,output/zhihu_chaoyang/markdown/800-能详细点评一下朝青板块各个小区的优缺点吗？-2729431039.md
北京460万以下，一方在望京，一方在安定门，有什么学区学校推荐吗？,房参参,0,https://www.zhihu.com/question/442285011/answer/1711941476,12,6,output/zhihu_chaoyang/markdown/516-北京460万以下，一方在望京，一方在安定门，有什么学区学校推荐吗？-1711941476.md
北京买房该买哪里？,张铁蛋,21,https://www.zhihu.com/question/4453722697/answer/1978429929629688278,11,6,output/zhihu_chaoyang/markdown/1373-北京买房该买哪里？-1978429929629688278.md
北京郊区孩子的教育出路，除了跨区买房落户还有别的途径吗？,中二中年,5,https://www.zhihu.com/question/586880992/answer/37845799501,11,6,output/zhihu_chaoyang/markdown/1182-北京郊区孩子的教育出路，除了跨区买房落户还有别的途径吗？-37845799501.md
在北京市民族学校（常营民族小学）就读是一种什么样的体验?,灰吖,2,https://www.zhihu.com/question/270968684/answer/359307550,11,6,output/zhihu_chaoyang/markdown/512-在北京市民族学校（常营民族小学）就读是一种什么样的体验-359307550.md
望京的花家地实验小学这几年怎么样?,梅影,0,https://www.zhihu.com/question/337715654/answer/771718649,11,6,output/zhihu_chaoyang/markdown/317-望京的花家地实验小学这几年怎么样-771718649.md
北京1300万，改善兼顾学区，买哪里比较好？,帝都C博,0,https://www.zhihu.com/question/620914795/answer/3226143454,11,6,output/zhihu_chaoyang/markdown/643-北京1300万，改善兼顾学区，买哪里比较好？-3226143454.md
日坛中学实验学校的师资力量怎么样？,仙人掌,0,https://www.zhihu.com/question/398139411/answer/1278937319,11,6,output/zhihu_chaoyang/markdown/829-日坛中学实验学校的师资力量怎么样？-1278937319.md
坐标北京，小学阶段可以从公立学校转学到私立学校吗？,51国际教育,0,https://www.zhihu.com/question/667563475/answer/4686874055,11,6,output/zhihu_chaoyang/markdown/928-坐标北京，小学阶段可以从公立学校转学到私立学校吗？-4686874055.md
北京朝阳外国语和北京80中哪个学校好一些呢，一本上线率大概多少呢，211/985呢，清北呢？,Kathryn,23,https://www.zhihu.com/question/406940089/answer/1616070035,10,6,output/zhihu_chaoyang/markdown/672-北京朝阳外国语和北京80中哪个学校好一些呢，一本上线率大概多少呢，211-985呢，清北呢？-1616070035.md
有没有懂北京学区的，懂得大佬分析下，准备刚需买房?,野渡无人,3,https://www.zhihu.com/question/630328111/answer/3291553275,9,6,output/zhihu_chaoyang/markdown/342-有没有懂北京学区的，懂得大佬分析下，准备刚需买房-3291553275.md
请问朝阳外国语学校来广营校区怎么样呢？,卢燃,3,https://www.zhihu.com/question/459866009/answer/2765119972,8,6,output/zhihu_chaoyang/markdown/1195-请问朝阳外国语学校来广营校区怎么样呢？-2765119972.md
北京，失业，租房，跨区，如何幼升小？,智力乐园,0,https://www.zhihu.com/question/542629626/answer/2568853391,8,6,output/zhihu_chaoyang/markdown/1221-北京，失业，租房，跨区，如何幼升小？-2568853391.md
北京较好地段非学区老破小现在可以上车吗？,夡水,3,https://www.zhihu.com/question/621405682/answer/3214205896,7,6,output/zhihu_chaoyang/markdown/1307-北京较好地段非学区老破小现在可以上车吗？-3214205896.md
北京首套房，海淀丰台朝阳如何选择？,开放学习,4,https://www.zhihu.com/question/342789224/answer/1795347857,6,6,output/zhihu_chaoyang/markdown/1401-北京首套房，海淀丰台朝阳如何选择？-1795347857.md
人大附中朝阳分校有两个校区嘛？,087638,2,https://www.zhihu.com/question/434073670/answer/1632888037,6,6,output/zhihu_chaoyang/markdown/1145-人大附中朝阳分校有两个校区嘛？-1632888037.md
有知友了解北京第一实验学校吗？,北京月老相亲,0,https://www.zhihu.com/question/426593701/answer/1543258324,6,6,output/zhihu_chaoyang/markdown/1024-有知友了解北京第一实验学校吗？-1543258324.md
北京市第八十中学是一个怎样的学校？,果之看教育,0,https://www.zhihu.com/question/268851725/answer/112968479260,6,6,output/zhihu_chaoyang/markdown/1431-北京市第八十中学是一个怎样的学校？-112968479260.md
北京海淀中小学教育质量差距到底有多大？,跟着拆哥看房,46,https://www.zhihu.com/question/339316462/answer/1166013302,5,6,output/zhihu_chaoyang/markdown/1369-北京海淀中小学教育质量差距到底有多大？-1166013302.md
海淀普校和朝阳重点怎么选？,秋天的布拉格,15,https://www.zhihu.com/question/647230556/answer/3420799874,5,6,output/zhihu_chaoyang/markdown/1394-海淀普校和朝阳重点怎么选？-3420799874.md
北京朝阳初中的比较?,乐悠之悟,6,https://www.zhihu.com/question/656879645/answer/3507180906,5,6,output/zhihu_chaoyang/markdown/657-北京朝阳初中的比较-3507180906.md
北京二中朝阳学校就读是怎样一种体验?,一叶障目而已,5,https://www.zhihu.com/question/524751951/answer/2752914849,5,6,output/zhihu_chaoyang/markdown/1181-北京二中朝阳学校就读是怎样一种体验-2752914849.md
北京为了孩子换房，西城就不考虑了，想请教是东城还是海淀，由于首付有限，买不了好的学区，帮小弟出谋划策?,轻松家长,5,https://www.zhihu.com/question/465223989/answer/2619065777,5,6,output/zhihu_chaoyang/markdown/1418-北京为了孩子换房，西城就不考虑了，想请教是东城还是海淀，由于首付有限，买不了好的学区，帮小弟出谋划策-2619065777.md
外省到北京读初中，选择朝阳还是西城？,凤通PHX,2,https://www.zhihu.com/question/1921620402616140772/answer/1936005214781015047,5,6,output/zhihu_chaoyang/markdown/1265-外省到北京读初中，选择朝阳还是西城？-1936005214781015047.md
北京教师岗位丰台or朝阳二选一?,lkjnai,2,https://www.zhihu.com/question/614390122/answer/3139096074,5,6,output/zhihu_chaoyang/markdown/1402-北京教师岗位丰台or朝阳二选一-3139096074.md
北京学区分布地图谁有？,三人行,1,https://www.zhihu.com/question/622195128/answer/3212394218,5,6,output/zhihu_chaoyang/markdown/1250-北京学区分布地图谁有？-3212394218.md
北京人大附中朝阳分校？,debug的小土豆,1,https://www.zhihu.com/question/288343543/answer/589390013,5,6,output/zhihu_chaoyang/markdown/1353-北京人大附中朝阳分校？-589390013.md
北京二中朝阳学校怎么样？,话小屋,0,https://www.zhihu.com/question/384277837/answer/2568995632,5,6,output/zhihu_chaoyang/markdown/1215-北京二中朝阳学校怎么样？-2568995632.md
北京实验二小属于哪个学区?,小梦XM,0,https://www.zhihu.com/question/390907877/answer/2519652014,5,6,output/zhihu_chaoyang/markdown/1330-北京实验二小属于哪个学区-2519652014.md
北京幼升小情况如何？,北京新一入学指南,0,https://www.zhihu.com/question/537609572/answer/3400804631,5,6,output/zhihu_chaoyang/markdown/1433-北京幼升小情况如何？-3400804631.md
清华附中国际学校奥森校区小学怎么样?,Alinaaaa,0,https://www.zhihu.com/question/330141578/answer/720871605,5,6,output/zhihu_chaoyang/markdown/775-清华附中国际学校奥森校区小学怎么样-720871605.md
北京北苑望春园的房子怎么样？,齐小白,17,https://www.zhihu.com/question/39570298/answer/2306427494,35,5,output/zhihu_chaoyang/markdown/1256-北京北苑望春园的房子怎么样？-2306427494.md
想在北京转学，寒假转容易还是暑假转容易？,私立学校指南,0,https://www.zhihu.com/question/1984189664446420744/answer/1984559554151866470,32,5,output/zhihu_chaoyang/markdown/1023-想在北京转学，寒假转容易还是暑假转容易？-1984559554151866470.md
北京改善买房 选望京还是双井？,天通苑小王,4,https://www.zhihu.com/question/439605075/answer/1688731659,30,5,output/zhihu_chaoyang/markdown/325-北京改善买房-选望京还是双井？-1688731659.md
2021年计划北京买房，请大家给些建议？,晴天的朗,8,https://www.zhihu.com/question/479686277/answer/2066228780,23,5,output/zhihu_chaoyang/markdown/1070-2021年计划北京买房，请大家给些建议？-2066228780.md
望京1000万改善房怎么选？,京房早知道,6,https://www.zhihu.com/question/465102470/answer/36394282407,22,5,output/zhihu_chaoyang/markdown/933-望京1000万改善房怎么选？-36394282407.md
2021末准备北京买房，求建议?,陈校长说房,6,https://www.zhihu.com/question/455197466/answer/1933504066,19,5,output/zhihu_chaoyang/markdown/1295-2021末准备北京买房，求建议-1933504066.md
北京三环老破小买房求推荐！安贞or金台路！?,哈尼爸爸,11,https://www.zhihu.com/question/641016759/answer/3375273286,18,5,output/zhihu_chaoyang/markdown/416-北京三环老破小买房求推荐！安贞or金台路！-3375273286.md
年底了，望京的房子不好租了吗？,叭楼,0,https://www.zhihu.com/question/308211803/answer/3386868863,18,5,output/zhihu_chaoyang/markdown/1361-年底了，望京的房子不好租了吗？-3386868863.md
能详细点评一下朝青板块各个小区的优缺点吗？,鑫亮,0,https://www.zhihu.com/question/562136641/answer/3159584986,17,5,output/zhihu_chaoyang/markdown/808-能详细点评一下朝青板块各个小区的优缺点吗？-3159584986.md
在北京市朝阳外国语学校就读是一种怎样的体验？,Aria,41,https://www.zhihu.com/question/67272274/answer/277851471,15,5,output/zhihu_chaoyang/markdown/743-在北京市朝阳外国语学校就读是一种怎样的体验？-277851471.md
朝阳大悦城附近的房子，换德胜片区，还是太阳宫附近人朝，后者居住体验好一点。海淀太拼了，不想换那边。？,赵航,6,https://www.zhihu.com/question/437151627/answer/1655801823,14,5,output/zhihu_chaoyang/markdown/723-朝阳大悦城附近的房子，换德胜片区，还是太阳宫附近人朝，后者居住体验好一点。海淀太拼了，不想换那边。？-1655801823.md
在北京市朝阳外国语学校就读是一种怎样的体验？,潜水小Z,2,https://www.zhihu.com/question/67272274/answer/1093233888,14,5,output/zhihu_chaoyang/markdown/916-在北京市朝阳外国语学校就读是一种怎样的体验？-1093233888.md
北京买房尽量不买南城是为什么？,艺心益意Harry,36,https://www.zhihu.com/question/266732580/answer/2021691331085354491,13,5,output/zhihu_chaoyang/markdown/1370-北京买房尽量不买南城是为什么？-2021691331085354491.md
人朝和朝外这俩学校的小学部哪个比较出成绩?,靠谱的卉卉,1,https://www.zhihu.com/question/282668661/answer/1785329610,13,5,output/zhihu_chaoyang/markdown/185-人朝和朝外这俩学校的小学部哪个比较出成绩-1785329610.md
考虑在北京买房的，都考虑哪里的房子？,知乎用户pUXFYN,4,https://www.zhihu.com/question/452857081/answer/3256235469,12,5,output/zhihu_chaoyang/markdown/593-考虑在北京买房的，都考虑哪里的房子？-3256235469.md
2019年底-2020年初，非急刚需在北京到底要不要在买房？,白云飞,3,https://www.zhihu.com/question/361837870/answer/965836695,12,5,output/zhihu_chaoyang/markdown/1188-2019年底-2020年初，非急刚需在北京到底要不要在买房？-965836695.md
北京西城区黄城根小学今年调剂严重吗？有片区内的家长知道吗？跪求真实答案！？,大明白,1,https://www.zhihu.com/question/554470825/answer/2681635079,12,5,output/zhihu_chaoyang/markdown/1115-北京西城区黄城根小学今年调剂严重吗？有片区内的家长知道吗？跪求真实答案！？-2681635079.md
没有北京户口，娃在北京上学有多难？,耳东耳西,7,https://www.zhihu.com/question/588401683/answer/3608970161,11,5,output/zhihu_chaoyang/markdown/1042-没有北京户口，娃在北京上学有多难？-3608970161.md
北京朝外60多平小两居，和东城广渠门50多平一居，买房怎么选？,观澜,2,https://www.zhihu.com/question/389747785/answer/1181979734,11,5,output/zhihu_chaoyang/markdown/1046-北京朝外60多平小两居，和东城广渠门50多平一居，买房怎么选？-1181979734.md
2024年请给在北京买房的我一些建议，十分感谢？,慢琢玖居,0,https://www.zhihu.com/question/645557481/answer/30519399124,11,5,output/zhihu_chaoyang/markdown/1211-2024年请给在北京买房的我一些建议，十分感谢？-30519399124.md
在北京市育英学校就读是怎样一种体验？,Echo,19,https://www.zhihu.com/question/28126283/answer/2841901904,10,5,output/zhihu_chaoyang/markdown/1414-在北京市育英学校就读是怎样一种体验？-2841901904.md
北京买房该买哪里？,帝都C博,6,https://www.zhihu.com/question/4453722697/answer/78681772028,10,5,output/zhihu_chaoyang/markdown/1377-北京买房该买哪里？-78681772028.md
求大神指路：2022北京买房，有什么建议？,我叫小博,1,https://www.zhihu.com/question/511262865/answer/2325554899,10,5,output/zhihu_chaoyang/markdown/754-求大神指路：2022北京买房，有什么建议？-2325554899.md
北京朝阳外国语学校的老师大概什么学历背景？,悦活人生,5,https://www.zhihu.com/question/436440384/answer/1961894101,9,5,output/zhihu_chaoyang/markdown/352-北京朝阳外国语学校的老师大概什么学历背景？-1961894101.md
北京的小学有哪些呢？应该怎么选择呢？,我叫小博,3,https://www.zhihu.com/question/3912821546/answer/29984225903,9,5,output/zhihu_chaoyang/markdown/154-北京的小学有哪些呢？应该怎么选择呢？-29984225903.md
在北京市朝阳外国语学校就读是一种怎样的体验？,桑榆,3,https://www.zhihu.com/question/67272274/answer/3403155241,9,5,output/zhihu_chaoyang/markdown/594-在北京市朝阳外国语学校就读是一种怎样的体验？-3403155241.md
在北京市朝阳外国语学校就读是一种怎样的体验？,genglei,0,https://www.zhihu.com/question/67272274/answer/2881930694,9,5,output/zhihu_chaoyang/markdown/1223-在北京市朝阳外国语学校就读是一种怎样的体验？-2881930694.md
在人大附中朝阳学校就读是怎样的一种体验？,苏汀兰,29,https://www.zhihu.com/question/270728297/answer/768583010,8,5,output/zhihu_chaoyang/markdown/905-在人大附中朝阳学校就读是怎样的一种体验？-768583010.md
当前北京400万预算，建议在哪买房？,一道,7,https://www.zhihu.com/question/653860769/answer/3476337167,8,5,output/zhihu_chaoyang/markdown/1291-当前北京400万预算，建议在哪买房？-3476337167.md
人大附中朝阳分校东坝校区怎么样?,泡面头,2,https://www.zhihu.com/question/403048557/answer/2151896735,8,5,output/zhihu_chaoyang/markdown/266-人大附中朝阳分校东坝校区怎么样-2151896735.md
北京朝阳垂杨柳中学怎么样？,开放学习,2,https://www.zhihu.com/question/491017877/answer/2158741194,8,5,output/zhihu_chaoyang/markdown/569-北京朝阳垂杨柳中学怎么样？-2158741194.md
请问海淀小西天和朝阳安贞附近的房子哪个将来升值性好点?,居者老莫讲买房,1,https://www.zhihu.com/question/562845223/answer/2732884284,8,5,output/zhihu_chaoyang/markdown/609-请问海淀小西天和朝阳安贞附近的房子哪个将来升值性好点-2732884284.md
孩子户口随爷爷落在利泽西园可以上陈经纶中学分校小学部利泽校区吗？,我叫小博,0,https://www.zhihu.com/question/773169259/answer/4594826383,8,5,output/zhihu_chaoyang/markdown/1251-孩子户口随爷爷落在利泽西园可以上陈经纶中学分校小学部利泽校区吗？-4594826383.md
如何评价人大附中朝阳分校（人朝分）高中部（国际部）?,望月者,3,https://www.zhihu.com/question/454239871/answer/2502837353,7,5,output/zhihu_chaoyang/markdown/977-如何评价人大附中朝阳分校（人朝分）高中部（国际部）-2502837353.md
在人大附中朝阳学校上学是怎么样的体验？,神经蛙,1,https://www.zhihu.com/question/306364511/answer/3120426882,7,5,output/zhihu_chaoyang/markdown/663-在人大附中朝阳学校上学是怎么样的体验？-3120426882.md
芳草地国际学校（远洋小学）教师待遇好吗？或类似校也可以?,iii,0,https://www.zhihu.com/question/366124591/answer/1396991862,7,5,output/zhihu_chaoyang/markdown/1136-芳草地国际学校（远洋小学）教师待遇好吗？或类似校也可以-1396991862.md
北京的哪些小学环境很好？,我叫小博,3,https://www.zhihu.com/question/654832703/answer/3490980389,5,5,output/zhihu_chaoyang/markdown/1073-北京的哪些小学环境很好？-3490980389.md
北京没有学区的老破小还能买吗?,观澜,3,https://www.zhihu.com/question/471640553/answer/1994042632,5,5,output/zhihu_chaoyang/markdown/869-北京没有学区的老破小还能买吗-1994042632.md
北京中考 人大附中朝阳学校第一实验班和北师大附中钱学森班怎么选?,kidy001,2,https://www.zhihu.com/question/470824150/answer/1985451806,5,5,output/zhihu_chaoyang/markdown/819-北京中考-人大附中朝阳学校第一实验班和北师大附中钱学森班怎么选-1985451806.md
北京较好地段非学区老破小现在可以上车吗？,刘孟迪,1,https://www.zhihu.com/question/621405682/answer/3205999567,5,5,output/zhihu_chaoyang/markdown/1321-北京较好地段非学区老破小现在可以上车吗？-3205999567.md
人大附中朝阳学校初中的地址到底在哪里？,MaoMao长官,0,https://www.zhihu.com/question/529167958/answer/3103653101,5,5,output/zhihu_chaoyang/markdown/1056-人大附中朝阳学校初中的地址到底在哪里？-3103653101.md
北京朝阳有哪里好玩的地方？,知乎用户k9YlBH,0,https://www.zhihu.com/question/387148870/answer/1156596039,5,5,output/zhihu_chaoyang/markdown/997-北京朝阳有哪里好玩的地方？-1156596039.md
朝阳师范高等专科学校好吗。？,一人与小叮,10,https://www.zhihu.com/question/282446806/answer/2134097709,4,5,output/zhihu_chaoyang/markdown/1173-朝阳师范高等专科学校好吗。？-2134097709.md
请问北京二中朝阳学校高中成绩怎么样？生源和师资如何？,brawnen,2,https://www.zhihu.com/question/542687841/answer/3071921819,4,5,output/zhihu_chaoyang/markdown/1201-请问北京二中朝阳学校高中成绩怎么样？生源和师资如何？-3071921819.md
北京朝阳有没有校规比较松而且排名不错的学校？,爷傲奈我何,2,https://www.zhihu.com/question/666018461/answer/3614199507,4,5,output/zhihu_chaoyang/markdown/915-北京朝阳有没有校规比较松而且排名不错的学校？-3614199507.md
北京丰台区中堂实验中学跟 人大附中朝阳学校，选择哪一个？,开放学习,1,https://www.zhihu.com/question/651238717/answer/3454541657,4,5,output/zhihu_chaoyang/markdown/1204-北京丰台区中堂实验中学跟-人大附中朝阳学校，选择哪一个？-3454541657.md
在朝阳师范高等专科学校就读是什么体验？,刘小嘴,1,https://www.zhihu.com/question/401636419/answer/2596173542,4,5,output/zhihu_chaoyang/markdown/1208-在朝阳师范高等专科学校就读是什么体验？-2596173542.md
北京市大兴区比较好的小学有哪些？,未烟凰,1,https://www.zhihu.com/question/54194437/answer/1213502067,4,5,output/zhihu_chaoyang/markdown/1424-北京市大兴区比较好的小学有哪些？-1213502067.md
西咸新区奥林匹克花园业主的小孩上哪个小学？,聆风,0,https://www.zhihu.com/question/48166364/answer/119946440,4,5,output/zhihu_chaoyang/markdown/1233-西咸新区奥林匹克花园业主的小孩上哪个小学？-119946440.md
西咸新区奥林匹克花园业主的小孩上哪个小学？,Xuerui68,0,https://www.zhihu.com/question/48166364/answer/359182782,4,5,output/zhihu_chaoyang/markdown/1234-西咸新区奥林匹克花园业主的小孩上哪个小学？-359182782.md
北京二中朝阳分校什么时候建好开学，有人知道吗？,fan5959,0,https://www.zhihu.com/question/28975330/answer/389192027,4,5,output/zhihu_chaoyang/markdown/1357-北京二中朝阳分校什么时候建好开学，有人知道吗？-389192027.md
北京地坛小学教学怎么样？,Cambridge,0,https://www.zhihu.com/question/469246672/answer/2499159783,4,5,output/zhihu_chaoyang/markdown/1429-北京地坛小学教学怎么样？-2499159783.md
北京小升初跨区转西城，那个学区性价比最高?,我叫小博,0,https://www.zhihu.com/question/10069992466/answer/93485189597,4,5,output/zhihu_chaoyang/markdown/1430-北京小升初跨区转西城，那个学区性价比最高-93485189597.md
请问清华附中朝阳学校和清华附中奥森校区哪个好一点？,静候佳音,0,https://www.zhihu.com/question/474507741/answer/2016341840,4,5,output/zhihu_chaoyang/markdown/931-请问清华附中朝阳学校和清华附中奥森校区哪个好一点？-2016341840.md
北京五环外六环内哪里买房合适?,码哥的BJ踩盘日记,22,https://www.zhihu.com/question/400038904/answer/1958303036624597136,36,4,output/zhihu_chaoyang/markdown/1167-北京五环外六环内哪里买房合适-1958303036624597136.md
请问北京买房：选东坝 还是常营 ？,小小小小CC,6,https://www.zhihu.com/question/457694470/answer/1889697572,29,4,output/zhihu_chaoyang/markdown/324-请问北京买房：选东坝-还是常营-？-1889697572.md
在北京市朝阳外国语学校就读是一种怎样的体验？,何西烛,58,https://www.zhihu.com/question/67272274/answer/251565993,26,4,output/zhihu_chaoyang/markdown/702-在北京市朝阳外国语学校就读是一种怎样的体验？-251565993.md
有500W；重点学区和生活。考虑望京陈分或陈分嘉铭，如望京南湖东园，利泽西园或亚运村秀雅，如何选择？,叭楼,1,https://www.zhihu.com/question/418777117/answer/3386873885,26,4,output/zhihu_chaoyang/markdown/183-有500W；重点学区和生活。考虑望京陈分或陈分嘉铭，如望京南湖东园，利泽西园或亚运村秀雅，如何选择？-3386873885.md
北京朝阳望京区域的房子值得购买吗？,质海无涯,0,https://www.zhihu.com/question/2013705067094635205/answer/2014015563379266817,26,4,output/zhihu_chaoyang/markdown/479-北京朝阳望京区域的房子值得购买吗？-2014015563379266817.md
预算450左右，在北京买房。有哪些区域推荐？,京楼黄Sir,1,https://www.zhihu.com/question/666734451/answer/2016512749820217231,19,4,output/zhihu_chaoyang/markdown/1079-预算450左右，在北京买房。有哪些区域推荐？-2016512749820217231.md
应该为了孩子上学在北京买房吗2025年?,我叫小博,2,https://www.zhihu.com/question/1908673398562852986/answer/1908834433173284618,18,4,output/zhihu_chaoyang/markdown/087-应该为了孩子上学在北京买房吗2025年-1908834433173284618.md
有500W；重点学区和生活。考虑望京陈分或陈分嘉铭，如望京南湖东园，利泽西园或亚运村秀雅，如何选择？,xxx,0,https://www.zhihu.com/question/418777117/answer/2205319596,15,4,output/zhihu_chaoyang/markdown/441-有500W；重点学区和生活。考虑望京陈分或陈分嘉铭，如望京南湖东园，利泽西园或亚运村秀雅，如何选择？-2205319596.md
北京买房，常营和回龙观比哪个更有前景？,北京-金融小玥,0,https://www.zhihu.com/question/610903521/answer/3146600508,15,4,output/zhihu_chaoyang/markdown/925-北京买房，常营和回龙观比哪个更有前景？-3146600508.md
北京买房地段（小区）推荐？,北京-金融小玥,19,https://www.zhihu.com/question/48330793/answer/2811869734,12,4,output/zhihu_chaoyang/markdown/1288-北京买房地段（小区）推荐？-2811869734.md
现在的经济形势，现在的北京房价，中产阶级，无北京户口，有孩子，还适合买房子吗？,汤有为,7,https://www.zhihu.com/question/652449248/answer/1956334642174071514,11,4,output/zhihu_chaoyang/markdown/1292-现在的经济形势，现在的北京房价，中产阶级，无北京户口，有孩子，还适合买房子吗？-1956334642174071514.md
2020年在北京买房 总价500万左右 清河和健翔桥怎么选？,袁中行,4,https://www.zhihu.com/question/379800981/answer/1083172613,11,4,output/zhihu_chaoyang/markdown/1303-2020年在北京买房-总价500万左右-清河和健翔桥怎么选？-1083172613.md
在朝阳常营买房子好还是在通州？,帮你选房,4,https://www.zhihu.com/question/65028341/answer/226779094,11,4,output/zhihu_chaoyang/markdown/388-在朝阳常营买房子好还是在通州？-226779094.md
北京朝阳有个北苑，北京还有个南苑和西苑！那为什么通州的还叫北苑呢？,查拉图斯特拉,1,https://www.zhihu.com/question/1897959625749431487/answer/2015794449188410388,11,4,output/zhihu_chaoyang/markdown/572-北京朝阳有个北苑，北京还有个南苑和西苑！那为什么通州的还叫北苑呢？-2015794449188410388.md
北京买房，朝阳北苑和昌平天通苑哪个好?,我叫小博,1,https://www.zhihu.com/question/356844459/answer/903167526,11,4,output/zhihu_chaoyang/markdown/779-北京买房，朝阳北苑和昌平天通苑哪个好-903167526.md
请问北京朝阳小升初：北工大附和陈经纶劲松怎么选？,adam,0,https://www.zhihu.com/question/653896504/answer/1917951712691479788,11,4,output/zhihu_chaoyang/markdown/333-请问北京朝阳小升初：北工大附和陈经纶劲松怎么选？-1917951712691479788.md
北京朝阳外国语高中直升有分班考试吗？,窗台,0,https://www.zhihu.com/question/448758550/answer/2658782255,11,4,output/zhihu_chaoyang/markdown/681-北京朝阳外国语高中直升有分班考试吗？-2658782255.md
北京买房尽量不买南城是为什么？,秋天的布拉格,1130,https://www.zhihu.com/question/266732580/answer/3390595510,10,4,output/zhihu_chaoyang/markdown/1153-北京买房尽量不买南城是为什么？-3390595510.md
我在北京上学，不同区教育质量差异大吗？,老污龟,29,https://www.zhihu.com/question/1998715954838933775/answer/2023410740531328354,9,4,output/zhihu_chaoyang/markdown/744-我在北京上学，不同区教育质量差异大吗？-2023410740531328354.md
朝阳东坝，会不会变成下一个天通苑？,牺牲8架F35第9架,18,https://www.zhihu.com/question/4062701296/answer/1907166449006519783,9,4,output/zhihu_chaoyang/markdown/603-朝阳东坝，会不会变成下一个天通苑？-1907166449006519783.md
陈经纶高中真的好吗？,Synchronizer,6,https://www.zhihu.com/question/317776176/answer/85695956775,9,4,output/zhihu_chaoyang/markdown/1398-陈经纶高中真的好吗？-85695956775.md
人大附中朝阳分校东坝校区还行吗？,李光临,3,https://www.zhihu.com/question/404691272/answer/1672806780,9,4,output/zhihu_chaoyang/markdown/345-人大附中朝阳分校东坝校区还行吗？-1672806780.md
在北京朝阳租房有哪些建议？,葫芦,1,https://www.zhihu.com/question/11022583266/answer/1988948221712679993,9,4,output/zhihu_chaoyang/markdown/573-在北京朝阳租房有哪些建议？-1988948221712679993.md
北京幼升小派位结果不满意怎么办?,育路国际学校网,0,https://www.zhihu.com/question/469662802/answer/3521127973,9,4,output/zhihu_chaoyang/markdown/1437-北京幼升小派位结果不满意怎么办-3521127973.md
北京460万以下，一方在望京，一方在安定门，有什么学区学校推荐吗？,ChatGPT正版,0,https://www.zhihu.com/question/442285011/answer/1709077365,9,4,output/zhihu_chaoyang/markdown/849-北京460万以下，一方在望京，一方在安定门，有什么学区学校推荐吗？-1709077365.md
北京刚需买房优选通州吗？,月祭冥灵,47,https://www.zhihu.com/question/388556763/answer/3367159178,8,4,output/zhihu_chaoyang/markdown/945-北京刚需买房优选通州吗？-3367159178.md
北京哈罗国际学校怎么样?,春狮国际课程中心,0,https://www.zhihu.com/question/352298013/answer/1693281736,8,4,output/zhihu_chaoyang/markdown/1327-北京哈罗国际学校怎么样-1693281736.md
北京朝阳百子湾地区怎么样？,卖雪糕的橘猫,24,https://www.zhihu.com/question/558863480/answer/97206834219,7,4,output/zhihu_chaoyang/markdown/510-北京朝阳百子湾地区怎么样？-97206834219.md
朝阳东坝，会不会变成下一个天通苑？,北北,18,https://www.zhihu.com/question/4062701296/answer/60744950607,7,4,output/zhihu_chaoyang/markdown/654-朝阳东坝，会不会变成下一个天通苑？-60744950607.md
在北京市朝阳外国语学校就读是一种怎样的体验？,知乎用户ntKr3T,6,https://www.zhihu.com/question/67272274/answer/2303920511,7,4,output/zhihu_chaoyang/markdown/815-在北京市朝阳外国语学校就读是一种怎样的体验？-2303920511.md
北京朝阳垂杨柳中学怎么样？,轻松家长,4,https://www.zhihu.com/question/491017877/answer/2617201485,7,4,output/zhihu_chaoyang/markdown/354-北京朝阳垂杨柳中学怎么样？-2617201485.md
在人大附中朝阳学校就读是怎样的一种体验？,公子九思,3,https://www.zhihu.com/question/270728297/answer/974791238,7,4,output/zhihu_chaoyang/markdown/1193-在人大附中朝阳学校就读是怎样的一种体验？-974791238.md
人大附中朝阳分校东坝校区还行吗？,俄罗斯方块码不齐,3,https://www.zhihu.com/question/404691272/answer/1324751434,7,4,output/zhihu_chaoyang/markdown/462-人大附中朝阳分校东坝校区还行吗？-1324751434.md
