标题,作者,赞同,评论,创建时间,更新时间,原文链接,命中关键词,正文相关度分,本地Markdown
买过学区房的大哥大姐们，你们后悔过吗？,秋月河,6,0,2026-03-26 11:28:41 CST,2026-03-26 11:28:41 CST,https://www.zhihu.com/question/2019953045925045646/answer/2020462178445054399,东城区 买房 上学,10,output/zhihu_dongcheng/markdown/501-买过学区房的大哥大姐们，你们后悔过吗？-2020462178445054399.md
东城区的教育和海淀区的相比如何？,我叫小博,5,2,2021-10-26 16:06:32 CST,2021-10-26 16:06:32 CST,https://www.zhihu.com/question/494006948/answer/2189958809,东城区 中招,10,output/zhihu_dongcheng/markdown/345-东城区的教育和海淀区的相比如何？-2189958809.md
2020 北京学区房求助?,观澜,4,10,2020-09-20 17:38:26 CST,2020-09-21 10:01:04 CST,https://www.zhihu.com/question/410652579/answer/1483769796,东城 一派 二派 三派,10,output/zhihu_dongcheng/markdown/704-2020-北京学区房求助-1483769796.md
你会选择丰台最好学区还是东城最差学区？,Felix Shaw,3,0,2024-04-18 22:44:04 CST,2024-06-02 10:15:36 CST,https://www.zhihu.com/question/475077155/answer/3470782250,东城 天永,10,output/zhihu_dongcheng/markdown/461-你会选择丰台最好学区还是东城最差学区？-3470782250.md
2026年有必要为了孩子上学买学区房吗？,老荣,2,0,2026-04-28 13:43:51 CST,2026-04-28 13:43:51 CST,https://www.zhihu.com/question/2032162529561010396/answer/2032454992838251353,东城 买房 上学,10,output/zhihu_dongcheng/markdown/510-2026年有必要为了孩子上学买学区房吗？-2032454992838251353.md
在北京买学区房，选择东城还是朝阳？,北京余老师,2,3,2021-02-10 17:36:17 CST,2021-02-10 17:36:17 CST,https://www.zhihu.com/question/442615235/answer/1724757797,北京东城 学区房,10,output/zhihu_dongcheng/markdown/582-在北京买学区房，选择东城还是朝阳？-1724757797.md
2024 年入学 731后西城还是东城？,老鹤,1,0,2021-07-11 23:38:41 CST,2021-07-11 23:38:41 CST,https://www.zhihu.com/question/471366886/answer/1992407478,东城 731 | 东城 调剂 | 东城区 731 | 东城区 调剂,10,output/zhihu_dongcheng/markdown/330-2024-年入学-731后西城还是东城？-1992407478.md
坐标北京东城，想要中考跨区需要考到多少名，区前二十可以跨区吗？,KaiXuan,1,0,2024-03-25 00:35:29 CST,2024-03-25 00:35:29 CST,https://www.zhihu.com/question/645835222/answer/3442182991,东城 中招 | 东城 中考 | 东城区 中招 | 东城区 中考,10,output/zhihu_dongcheng/markdown/277-坐标北京东城，想要中考跨区需要考到多少名，区前二十可以跨区吗？-3442182991.md
本人非京籍朝阳工作居住证，朝阳和东城学区怎么选？求指导~？,智力乐园,1,0,2025-11-15 06:48:00 CST,2025-11-15 06:48:00 CST,https://www.zhihu.com/question/1971980298943177785/answer/1972918731526124127,东城 朝阳 学区,10,output/zhihu_dongcheng/markdown/584-本人非京籍朝阳工作居住证，朝阳和东城学区怎么选？求指导~？-1972918731526124127.md
现在北京学区房都在弱化的大前提下，学区房买还是不买？,momo,1,0,2026-04-22 16:20:53 CST,2026-04-22 16:20:53 CST,https://www.zhihu.com/question/310742721/answer/2030320182988687093,北京东城 学区房,10,output/zhihu_dongcheng/markdown/716-现在北京学区房都在弱化的大前提下，学区房买还是不买？-2030320182988687093.md
北京市跨区幼升小如何办理？,任昊天,0,0,2023-07-09 22:14:36 CST,2023-07-09 22:14:36 CST,https://www.zhihu.com/question/509771680/answer/3111112130,北京东城 幼升小,10,output/zhihu_dongcheng/markdown/722-北京市跨区幼升小如何办理？-3111112130.md
幼升小的娃、家长如何准备？,北京幼升小,0,0,2026-04-15 09:27:57 CST,2026-04-15 09:27:57 CST,https://www.zhihu.com/question/449419387/answer/2027679552650973549,东城区 幼升小 | 北京东城 幼升小,10,output/zhihu_dongcheng/markdown/680-幼升小的娃、家长如何准备？-2027679552650973549.md
西城广内和东城龙体小学怎样取舍？,Albert,0,0,2022-02-07 11:51:52 CST,2022-02-07 11:51:52 CST,https://www.zhihu.com/question/514972853/answer/2337681555,东城 龙体 | 东城区 龙体,10,output/zhihu_dongcheng/markdown/408-西城广内和东城龙体小学怎样取舍？-2337681555.md
如何解（误）读 2017 北京市东城区中考一模的这道物理题？,好大的风,2835,92,2017-05-05 16:26:23 CST,2018-06-25 23:23:48 CST,https://www.zhihu.com/question/59304356/answer/165154373,东城区 731,9,output/zhihu_dongcheng/markdown/342-如何解（误）读-2017-北京市东城区中考一模的这道物理题？-165154373.md
北京市最好的中学为什么不是一中，而是四中呢？,用剑的海盗,96,12,2021-03-25 13:29:55 CST,2022-03-01 12:47:34 CST,https://www.zhihu.com/question/59637236/answer/1798961574,东城区 初中 | 北京东城区 初中,9,output/zhihu_dongcheng/markdown/528-北京市最好的中学为什么不是一中，而是四中呢？-1798961574.md
为什么北京中学在这么短的时间，就成为了北京最好的中学之一？,秋天的布拉格,51,11,2025-07-19 11:47:22 CST,2025-07-19 11:47:22 CST,https://www.zhihu.com/question/1929472371632378695/answer/1929869913633298067,东城 景山 东华门,9,output/zhihu_dongcheng/markdown/687-为什么北京中学在这么短的时间，就成为了北京最好的中学之一？-1929869913633298067.md
在史家胡同小学这种「贵族」小学上学是什么感受？,风暴与剑客,24,9,2017-06-18 08:04:21 CST,2017-06-18 08:04:21 CST,https://www.zhihu.com/question/24402133/answer/185368450,东城区 史家,9,output/zhihu_dongcheng/markdown/494-在史家胡同小学这种「贵族」小学上学是什么感受？-185368450.md
请问北京高中171中学和80中哪个更好？,Erich,19,15,2018-07-15 08:44:03 CST,2018-07-15 08:44:03 CST,https://www.zhihu.com/question/284727013/answer/442776098,东城 171 | 东城 171中学 | 东城区 171 | 东城区 171中学,9,output/zhihu_dongcheng/markdown/422-请问北京高中171中学和80中哪个更好？-442776098.md
北京有哪些豪门小学和豪门中学？各自有什么特色？,赵衍,14,0,2023-06-13 20:30:02 CST,2023-06-13 20:33:56 CST,https://www.zhihu.com/question/24402169/answer/3072344797,东城 二中 | 东城 史家 | 东城 府学 | 东城 景山 东华门 | 东城区 史家 | 东城区 府学,9,output/zhihu_dongcheng/markdown/192-北京有哪些豪门小学和豪门中学？各自有什么特色？-3072344797.md
北京市广渠门中学是否有在近几年赶超汇文中学的可能性？,Oliver,13,5,2018-08-08 08:04:22 CST,2021-06-14 15:01:38 CST,https://www.zhihu.com/question/50348876/answer/463359962,东城 广渠门中学,9,output/zhihu_dongcheng/markdown/497-北京市广渠门中学是否有在近几年赶超汇文中学的可能性？-463359962.md
学区房买北京西城东城，还是朝阳？,林竹莺,11,12,2021-06-09 17:48:46 CST,2021-06-30 11:18:15 CST,https://www.zhihu.com/question/463574027/answer/1931548510,东城 安交,9,output/zhihu_dongcheng/markdown/459-学区房买北京西城东城，还是朝阳？-1931548510.md
在史家胡同小学这种「贵族」小学上学是什么感受？,sky,9,2,2021-09-06 15:37:52 CST,2021-09-06 15:37:53 CST,https://www.zhihu.com/question/24402133/answer/2105998500,东城区 史家,9,output/zhihu_dongcheng/markdown/523-在史家胡同小学这种「贵族」小学上学是什么感受？-2105998500.md
北京东城区的市重点高中有哪些？,大草莓,7,12,2021-07-10 23:18:42 CST,2021-07-10 23:18:42 CST,https://www.zhihu.com/question/471415224/answer/1990624402,东城 171 | 东城 55中 | 东城 东直门中学 | 东城 二中 | 东城 五中 | 东城 北新桥 东直门,9,output/zhihu_dongcheng/markdown/035-北京东城区的市重点高中有哪些？-1990624402.md
东莞市最好的初中有哪些？,高等教育漏网之鱼,6,1,2019-08-05 11:21:31 CST,2019-08-05 11:21:31 CST,https://www.zhihu.com/question/299769435/answer/775683827,东城 22中 | 东城 中招 | 东城 中考 | 东城 初中,9,output/zhihu_dongcheng/markdown/303-东莞市最好的初中有哪些？-775683827.md
在北京汇文中学就读是一种怎样的感受？,不与zz论长短,6,2,2023-12-24 15:19:19 CST,2026-02-17 03:24:18 CST,https://www.zhihu.com/question/29202037/answer/3336810481,东城 汇文中学 | 东城区 汇文中学,9,output/zhihu_dongcheng/markdown/537-在北京汇文中学就读是一种怎样的感受？-3336810481.md
在北京东直门中学上学是一种什么样的体验？,Ryan,5,1,2020-06-17 06:02:28 CST,2020-06-17 06:02:28 CST,https://www.zhihu.com/question/41932555/answer/1287086868,东城 东直门中学,9,output/zhihu_dongcheng/markdown/504-在北京东直门中学上学是一种什么样的体验？-1287086868.md
北京五中分班是靠中考成绩还是分班考成绩？,181818,3,6,2021-07-25 13:07:32 CST,2021-07-25 13:07:32 CST,https://www.zhihu.com/question/474648033/answer/2018614123,东城 五中 | 东城区 五中,9,output/zhihu_dongcheng/markdown/548-北京五中分班是靠中考成绩还是分班考成绩？-2018614123.md
有没有懂北京学区的，懂得大佬分析下，准备刚需买房?,野渡无人,3,7,2023-11-16 22:09:34 CST,2023-11-16 22:09:34 CST,https://www.zhihu.com/question/630328111/answer/3291553275,东城 朝阳 学区 | 北京学区 东城 西城 海淀,9,output/zhihu_dongcheng/markdown/552-有没有懂北京学区的，懂得大佬分析下，准备刚需买房-3291553275.md
分司厅小学和黑芝麻小学哪个更好一些？校风，管理还有初中通路？,壮壮它姐的老公,1,0,2021-12-09 23:39:24 CST,2021-12-09 23:39:24 CST,https://www.zhihu.com/question/429482702/answer/2264270438,分司厅小学 东城,9,output/zhihu_dongcheng/markdown/415-分司厅小学和黑芝麻小学哪个更好一些？校风，管理还有初中通路？-2264270438.md
北京东城区有哪些性价比高的住宅小区推荐？,北京启雯科技,1,0,2023-07-05 10:51:41 CST,2023-07-05 10:51:41 CST,https://www.zhihu.com/question/609314890/answer/3104361770,东城区 北东,9,output/zhihu_dongcheng/markdown/265-北京东城区有哪些性价比高的住宅小区推荐？-3104361770.md
北京学区房，500-600万预算，东城哪里合适？,我叫小博,1,0,2025-12-18 10:40:13 CST,2025-12-18 10:40:13 CST,https://www.zhihu.com/question/1970126285830349885/answer/1984935969976234612,东城 买房 上学 | 东城 学区选择 | 东城区 买房 上学 | 东城区 学区房 | 东城区 学区选择 | 东城区 龙体,9,output/zhihu_dongcheng/markdown/140-北京学区房，500-600万预算，东城哪里合适？-1984935969976234612.md
预算400万占坑，学区房买海淀还是朝阳？,轻松家长,1,2,2022-08-23 11:54:31 CST,2022-08-23 11:54:31 CST,https://www.zhihu.com/question/548922572/answer/2640901401,东城 1911 | 东城区 1911,9,output/zhihu_dongcheng/markdown/567-预算400万占坑，学区房买海淀还是朝阳？-2640901401.md
预算500W，小孩还有几年上小学，想在朝阳买个有学区的房子，有推荐的吗？,粉粉和福福,1,1,2021-02-02 22:11:57 CST,2021-02-02 22:11:57 CST,https://www.zhihu.com/question/442276841/answer/1711823141,东城 朝阳 学区,9,output/zhihu_dongcheng/markdown/653-预算500W，小孩还有几年上小学，想在朝阳买个有学区的房子，有推荐的吗？-1711823141.md
东城北东学区怎么样？,陈康,0,0,2021-08-13 08:59:11 CST,2021-08-13 08:59:11 CST,https://www.zhihu.com/question/474569856/answer/2056922625,东城 北东 | 东城区 北东,9,output/zhihu_dongcheng/markdown/404-东城北东学区怎么样？-2056922625.md
北京东城区是一个怎样的存在？,知乎用户w9wgvM,0,0,2025-06-25 13:19:30 CST,2025-06-25 13:19:30 CST,https://www.zhihu.com/question/310947612/answer/1921195790073860816,东城区 1911 | 东城区 北东,9,output/zhihu_dongcheng/markdown/209-北京东城区是一个怎样的存在？-1921195790073860816.md
北京学区房，600万预算，买东城最差还是丰台较好？,VisonWei,0,5,2022-03-11 18:21:50 CST,2022-03-11 18:21:50 CST,https://www.zhihu.com/question/521165950/answer/2384742704,北京东城 学区房,9,output/zhihu_dongcheng/markdown/585-北京学区房，600万预算，买东城最差还是丰台较好？-2384742704.md
北京学区，东城有哪些必须看的学区？,轻舟已过万重山,0,0,2024-12-18 22:43:39 CST,2024-12-18 22:43:39 CST,https://www.zhihu.com/question/6636465923/answer/58581637892,东城 府学 | 东城区 府学 | 东城区学区 | 东城学区 | 北京东城 学区 | 北京东城区 学区,9,output/zhihu_dongcheng/markdown/270-北京学区，东城有哪些必须看的学区？-58581637892.md
孩子26年上学，现在适合买东城的房子吗？,跟着拆哥看房,0,0,2023-01-19 14:12:55 CST,2023-01-19 14:12:55 CST,https://www.zhihu.com/question/473962311/answer/2852216422,东城 买房 上学,9,output/zhihu_dongcheng/markdown/475-孩子26年上学，现在适合买东城的房子吗？-2852216422.md
总价600万以内，可以选海淀与东城哪些学区？如果可以的话，最好还能兼顾自住？,喜欢嗨唱的小波,0,0,2021-08-05 16:36:38 CST,2021-09-08 15:34:22 CST,https://www.zhihu.com/question/463277685/answer/2040927366,东城 北新桥 东直门 | 东城区 北新桥 东直门,9,output/zhihu_dongcheng/markdown/406-总价600万以内，可以选海淀与东城哪些学区？如果可以的话，最好还能兼顾自住？-2040927366.md
我毕业后就来了如今的单位--东城公立小学，如今想调动，家是大兴的，大家有什么建议？,andrew wang,0,0,2024-10-26 17:29:05 CST,2024-10-26 17:29:05 CST,https://www.zhihu.com/question/1785945893/answer/15379190424,东城 小学 | 东城区 小学 | 北京东城 小学,9,output/zhihu_dongcheng/markdown/430-我毕业后就来了如今的单位-东城公立小学，如今想调动，家是大兴的，大家有什么建议？-15379190424.md
在北京东直门中学上学是一种什么样的体验？,风暴与剑客,27,11,2018-02-13 21:30:18 CST,2018-11-13 10:31:26 CST,https://www.zhihu.com/question/41932555/answer/318640821,东城 东直门中学 | 东城区 东直门中学,8,output/zhihu_dongcheng/markdown/433-在北京东直门中学上学是一种什么样的体验？-318640821.md
北京朝阳区的学区房值得买吗?,芭拉七,8,0,2021-02-06 20:22:38 CST,2021-02-06 20:22:38 CST,https://www.zhihu.com/question/442497473/answer/1718609601,东城 朝阳 学区,8,output/zhihu_dongcheng/markdown/697-北京朝阳区的学区房值得买吗-1718609601.md
在深圳文汇中学就读是怎样一番体验？,南希,4,31,2018-02-21 18:04:16 CST,2018-02-21 22:16:57 CST,https://www.zhihu.com/question/48577539/answer/324312340,东城区 文汇中学,8,output/zhihu_dongcheng/markdown/630-在深圳文汇中学就读是怎样一番体验？-324312340.md
北京市广渠门中学是否有在近几年赶超汇文中学的可能性？,劬劳者,3,4,2021-08-12 20:46:27 CST,2021-08-12 20:46:27 CST,https://www.zhihu.com/question/50348876/answer/2056190695,东城 二中 | 东城 广渠门中学,8,output/zhihu_dongcheng/markdown/371-北京市广渠门中学是否有在近几年赶超汇文中学的可能性？-2056190695.md
171中学据说初三会分班，有知道的吗？,书鼎,2,7,2023-12-31 00:25:54 CST,2025-02-11 23:52:23 CST,https://www.zhihu.com/question/443488484/answer/3344425979,东城 171中学 | 东城区 171中学,8,output/zhihu_dongcheng/markdown/553-171中学据说初三会分班，有知道的吗？-3344425979.md
京籍，俩娃，求大佬指点，想换学区，海淀、东城、西城怎么选？,sunje,2,1,2022-04-22 22:06:10 CST,2022-04-22 22:06:10 CST,https://www.zhihu.com/question/529228615/answer/2452688475,东城 北东 | 东城 学区选择 | 东城 西城 学区 | 北京学区 东城 西城 海淀,8,output/zhihu_dongcheng/markdown/329-京籍，俩娃，求大佬指点，想换学区，海淀、东城、西城怎么选？-2452688475.md
东城北东学区怎么样？,小冬聊房更省心,1,0,2021-07-28 13:02:40 CST,2021-07-28 13:02:40 CST,https://www.zhihu.com/question/474569856/answer/2024612333,东城 北新桥 东直门 | 东城区 北新桥 东直门,8,output/zhihu_dongcheng/markdown/339-东城北东学区怎么样？-2024612333.md
北京和平里学区和东直门学区该怎么选？,京选置家,1,0,2024-06-18 15:06:28 CST,2024-06-18 15:06:28 CST,https://www.zhihu.com/question/350850212/answer/3534363158,东城 东直门中学,8,output/zhihu_dongcheng/markdown/416-北京和平里学区和东直门学区该怎么选？-3534363158.md
北京学区房，500-600万预算，东城哪里合适？,喜欢嗨唱的小波,1,1,2025-12-30 11:32:30 CST,2025-12-30 11:32:30 CST,https://www.zhihu.com/question/1970126285830349885/answer/1989297783610570452,东城 买房 上学 | 东城 学区选择 | 东城 西城 学区 | 东城 龙体 | 东城区 买房 上学 | 东城区 北东,8,output/zhihu_dongcheng/markdown/090-北京学区房，500-600万预算，东城哪里合适？-1989297783610570452.md
北京学区房，东城or西城？,老鹤,1,1,2021-09-24 12:42:41 CST,2021-09-24 12:42:41 CST,https://www.zhihu.com/question/488418020/answer/2137058088,东城 西城 学区 | 北京东城 学区房 | 北京学区 东城 西城 海淀,8,output/zhihu_dongcheng/markdown/427-北京学区房，东城or西城？-2137058088.md
北京市第11中学高中怎么样？,丹尼尔叔叔,1,0,2023-07-24 17:13:36 CST,2023-07-24 17:13:36 CST,https://www.zhihu.com/question/613581382/answer/3133185837,东城 166中学 | 东城区 166中学 | 东城区 史家,8,output/zhihu_dongcheng/markdown/392-北京市第11中学高中怎么样？-3133185837.md
东城北东学区怎么样？,喜欢嗨唱的小波,0,0,2021-08-05 16:45:42 CST,2021-09-08 15:34:18 CST,https://www.zhihu.com/question/474569856/answer/2040947924,东城 北东 | 东城区 55中,8,output/zhihu_dongcheng/markdown/340-东城北东学区怎么样？-2040947924.md
北京私立小学好还是公立小学好?,我叫小博,0,0,2025-12-10 09:45:56 CST,2025-12-10 09:45:56 CST,https://www.zhihu.com/question/1895976604074758723/answer/1982023203812549375,北京东城区 小学,8,output/zhihu_dongcheng/markdown/724-北京私立小学好还是公立小学好-1982023203812549375.md
如何评价北京西城和东城五所高中登记入学？,hua yang,0,0,2025-03-27 11:52:32 CST,2025-03-27 11:52:32 CST,https://www.zhihu.com/question/523989147/answer/1888558994764837022,东城 55中 | 东城 中考 | 东城 五中 | 东城 五中分校 | 东城 入学政策 | 东城区 中招,8,output/zhihu_dongcheng/markdown/156-如何评价北京西城和东城五所高中登记入学？-1888558994764837022.md
学区房东城or朝阳？,嘻嘻哈哈,0,2,2022-02-22 14:35:37 CST,2022-02-22 14:35:37 CST,https://www.zhihu.com/question/517653363/answer/2358967622,东城 朝阳 学区,8,output/zhihu_dongcheng/markdown/586-学区房东城or朝阳？-2358967622.md
孩子开学四年级了，换学区房来得及吗？,金对,0,0,2020-08-02 00:29:59 CST,2020-08-02 00:29:59 CST,https://www.zhihu.com/question/411383197/answer/1377322465,东城 龙体,8,output/zhihu_dongcheng/markdown/667-孩子开学四年级了，换学区房来得及吗？-1377322465.md
广渠门中学早恋真的管的特别严吗？,KINGs,0,1,2022-01-25 20:34:04 CST,2022-01-25 20:34:04 CST,https://www.zhihu.com/question/449212244/answer/2324817122,东城 广渠门中学 | 东城区 广渠门中学,8,output/zhihu_dongcheng/markdown/575-广渠门中学早恋真的管的特别严吗？-2324817122.md
西安55中，五环中学，东城一中有什么差距，区别？,哈哈哈哈,0,0,2018-12-29 20:52:28 CST,2018-12-29 20:52:28 CST,https://www.zhihu.com/question/51699391/answer/562442201,东城 55中 | 东城区 55中,8,output/zhihu_dongcheng/markdown/411-西安55中，五环中学，东城一中有什么差距，区别？-562442201.md
为什么北京西城的教育更加均衡，而海淀的教育两极分化严重？,晨兴,105,33,2025-11-14 09:56:35 CST,2025-11-14 19:57:15 CST,https://www.zhihu.com/question/593150798/answer/1972603800452838360,东城 一派 二派 三派 | 东城 西城 学区 | 北京学区 东城 西城 海淀,7,output/zhihu_dongcheng/markdown/481-为什么北京西城的教育更加均衡，而海淀的教育两极分化严重？-1972603800452838360.md
能讲讲北京东城二中、五中、171三所高中的历史和现状吗？,陈鸽,17,4,2024-02-18 09:45:55 CST,2024-02-18 09:45:55 CST,https://www.zhihu.com/question/642760639/answer/3399572744,东城 171 | 东城 171中学 | 东城 55中 | 东城 二中 | 东城 五中 | 东城 五中分校,7,output/zhihu_dongcheng/markdown/082-能讲讲北京东城二中、五中、171三所高中的历史和现状吗？-3399572744.md
北京的学区房——望京、芍药居、和平里片区该如何选择？,京选置家,9,0,2021-01-11 16:07:58 CST,2021-01-11 16:07:58 CST,https://www.zhihu.com/question/348497548/answer/1672394369,东城 1911 | 东城 和平里 | 东城区 1911,7,output/zhihu_dongcheng/markdown/384-北京的学区房——望京、芍药居、和平里片区该如何选择？-1672394369.md
2020 北京学区房求助?,我叫小博,5,1,2020-08-04 04:21:02 CST,2020-08-04 04:21:02 CST,https://www.zhihu.com/question/410652579/answer/1382426402,东城 龙体,7,output/zhihu_dongcheng/markdown/618-2020-北京学区房求助-1382426402.md
北京汇文中学垂杨柳分校怎么样？,跟着拆哥看房,5,0,2022-04-23 07:41:32 CST,2022-04-23 07:41:32 CST,https://www.zhihu.com/question/491495159/answer/2453006430,东城 汇文中学 | 东城区 汇文中学,7,output/zhihu_dongcheng/markdown/541-北京汇文中学垂杨柳分校怎么样？-2453006430.md
在北京市第五十五中学就读是一种怎么样的体验？,angela260506587,5,6,2021-07-08 09:09:23 CST,2021-07-08 09:09:23 CST,https://www.zhihu.com/question/404656571/answer/1985300597,东城 55中 | 东城区 55中,7,output/zhihu_dongcheng/markdown/440-在北京市第五十五中学就读是一种怎么样的体验？-1985300597.md
坐落在二环内王府井与金宝街里的史家小学学区房为何比普通房子还便宜？是不是价值被低估了？,我叫小博,5,2,2021-08-03 12:02:32 CST,2021-08-03 12:02:32 CST,https://www.zhihu.com/question/475988776/answer/2036146228,东城 史家 | 东城区 史家,7,output/zhihu_dongcheng/markdown/441-坐落在二环内王府井与金宝街里的史家小学学区房为何比普通房子还便宜？是不是价值被低估了？-2036146228.md
2025年北京中考改革，考多少分才能上高中？,京都高中升学,4,0,2025-07-31 17:20:54 CST,2025-07-31 17:20:54 CST,https://www.zhihu.com/question/667563260/answer/1934302502737667570,东城区 中考,7,output/zhihu_dongcheng/markdown/705-2025年北京中考改革，考多少分才能上高中？-1934302502737667570.md
北京东城高中二中实验班和171精英班哪个好？,Vivi,2,0,2022-10-21 19:16:18 CST,2022-10-21 19:18:05 CST,https://www.zhihu.com/question/445357455/answer/2724771133,东城 171 | 东城 171中学 | 东城 二中 | 东城区 171 | 东城区 171中学 | 东城区 二中,7,output/zhihu_dongcheng/markdown/197-北京东城高中二中实验班和171精英班哪个好？-2724771133.md
孩子要上小学，朝阳和东城怎么选？,观澜,2,0,2021-09-01 00:10:58 CST,2021-09-01 00:10:58 CST,https://www.zhihu.com/question/482255915/answer/2095900735,府学 胡同 小学 东城,7,output/zhihu_dongcheng/markdown/462-孩子要上小学，朝阳和东城怎么选？-2095900735.md
朝阳户口北京幼升小，我该如何选择？,我叫小博,2,1,2020-03-15 13:17:44 CST,2020-03-15 13:17:44 CST,https://www.zhihu.com/question/379568652/answer/1080132011,北京东城 幼升小,7,output/zhihu_dongcheng/markdown/709-朝阳户口北京幼升小，我该如何选择？-1080132011.md
东城北东学区怎么样？,京学区字典,1,0,2024-06-04 09:30:58 CST,2024-06-04 09:30:58 CST,https://www.zhihu.com/question/474569856/answer/3519493845,东城 北东,7,output/zhihu_dongcheng/markdown/465-东城北东学区怎么样？-3519493845.md
全国各地是不是都有没有学区的牛校？能进去的学生不是牛娃就是条子生？,任昊天,1,3,2019-12-28 18:25:07 CST,2020-09-17 19:44:02 CST,https://www.zhihu.com/question/363445003/answer/953926284,东城 景山 东华门,7,output/zhihu_dongcheng/markdown/710-全国各地是不是都有没有学区的牛校？能进去的学生不是牛娃就是条子生？-953926284.md
到底该不该买西城学区房？,啾啾,1,0,2023-06-22 12:24:51 CST,2023-06-22 12:24:51 CST,https://www.zhihu.com/question/335238955/answer/3084888815,东城 安交,7,output/zhihu_dongcheng/markdown/640-到底该不该买西城学区房？-3084888815.md
北京市东城区五中分和一中是一起的吗?,tboxi,1,0,2025-06-08 05:08:23 CST,2025-06-08 05:08:23 CST,https://www.zhihu.com/question/1914635846340031451/answer/1914911604526552926,东城 55中 | 东城 五中 | 东城 初中 | 东城区 五中 | 东城区 五中分校 | 东城区 初中,7,output/zhihu_dongcheng/markdown/180-北京市东城区五中分和一中是一起的吗-1914911604526552926.md
在北京第十一中学就读是种怎样的体验？,夏至的向日葵,1,0,2018-12-26 08:25:44 CST,2018-12-26 08:25:44 CST,https://www.zhihu.com/question/49088663/answer/559805278,东城 中考,7,output/zhihu_dongcheng/markdown/644-在北京第十一中学就读是种怎样的体验？-559805278.md
在北京，为了孩子上学，有必要买学区房吗？,又见日出,1,0,2026-03-17 14:14:10 CST,2026-03-17 14:14:10 CST,https://www.zhihu.com/question/13337987987/answer/2017242332756451753,东城区 买房 上学,7,output/zhihu_dongcheng/markdown/516-在北京，为了孩子上学，有必要买学区房吗？-2017242332756451753.md
学区房选择永定路还是天永学区呢？,观澜,1,0,2021-08-20 17:08:47 CST,2021-08-20 17:09:53 CST,https://www.zhihu.com/question/480636366/answer/2072910996,东城 天永 | 东城区 天永,7,output/zhihu_dongcheng/markdown/565-学区房选择永定路还是天永学区呢？-2072910996.md
东城北东学区怎么样？,我叫小博,0,0,2021-08-03 12:10:47 CST,2021-08-03 12:10:47 CST,https://www.zhihu.com/question/474569856/answer/2036163651,东城 北东,7,output/zhihu_dongcheng/markdown/470-东城北东学区怎么样？-2036163651.md
东城学区房现在什么形式？什么时候入手是时机？,跟着拆哥看房,0,0,2021-12-15 11:33:06 CST,2021-12-15 11:33:06 CST,https://www.zhihu.com/question/479243466/answer/2271673144,东城 和平里,7,output/zhihu_dongcheng/markdown/471-东城学区房现在什么形式？什么时候入手是时机？-2271673144.md
东直门中学初中部如何，值得回北京上东中吗？,博观勤思,0,0,2024-01-28 09:37:27 CST,2024-01-28 09:37:27 CST,https://www.zhihu.com/question/610213708/answer/3378639895,东城 东直门中学 | 东城区 东直门中学,7,output/zhihu_dongcheng/markdown/456-东直门中学初中部如何，值得回北京上东中吗？-3378639895.md
北京12中， 广渠门中学 ，潞河中学，那个好？,你问我答,0,0,2020-07-02 15:46:55 CST,2020-07-02 15:46:55 CST,https://www.zhihu.com/question/404548262/answer/1314801293,东城区 广渠门中学,7,output/zhihu_dongcheng/markdown/656-北京12中，-广渠门中学-，潞河中学，那个好？-1314801293.md
北京学区房的价值还坚挺吗？家长应如何看待其未来走势？,牧野,0,1,2026-02-22 15:28:32 CST,2026-02-22 15:28:32 CST,https://www.zhihu.com/question/2008505690478647293/answer/2008926125041160712,东城 朝阳 学区 | 北京东城 学区房,7,output/zhihu_dongcheng/markdown/678-北京学区房的价值还坚挺吗？家长应如何看待其未来走势？-2008926125041160712.md
北京小学跨区转学，普娃，也不想鸡娃。预算500-600万，最好具体到街道位置。东城、西城、海淀怎么选？,谏垣十四号,0,0,2025-08-19 18:55:53 CST,2025-08-19 18:55:53 CST,https://www.zhihu.com/question/530117476/answer/1941211775447053601,北京东城 小学 | 北京学区 东城 西城 海淀,7,output/zhihu_dongcheng/markdown/405-北京小学跨区转学，普娃，也不想鸡娃。预算500-600万，最好具体到街道位置。东城、西城、海淀怎么选？-1941211775447053601.md
北京市广渠门中学是否有在近几年赶超汇文中学的可能性？,大头,0,0,2022-07-22 14:02:23 CST,2022-07-22 14:02:23 CST,https://www.zhihu.com/question/50348876/answer/2587219612,东城 广渠门中学 | 东城 汇文中学 | 东城区 汇文中学,7,output/zhihu_dongcheng/markdown/395-北京市广渠门中学是否有在近几年赶超汇文中学的可能性？-2587219612.md
北京市第五十五中学历年高考成绩怎么样？,摘星文案阁阁主,0,0,2023-07-11 12:02:12 CST,2023-07-11 12:02:12 CST,https://www.zhihu.com/question/586828096/answer/3113381366,东城 55中 | 东城区 55中,7,output/zhihu_dongcheng/markdown/457-北京市第五十五中学历年高考成绩怎么样？-3113381366.md
如何评价北京府学胡同小学？,YING,0,4,2022-07-29 11:18:55 CST,2022-07-29 11:18:55 CST,https://www.zhihu.com/question/433452454/answer/2598404819,东城 史家 | 东城 府学 | 东城区 史家 | 东城区 府学 | 府学 胡同 小学 东城,7,output/zhihu_dongcheng/markdown/327-如何评价北京府学胡同小学？-2598404819.md
